,Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Focal Depth (km),Deposits,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Death Description,Damage ($Mil),Damage Description
429,1875,0,0,2.0,1.0,7.0,29.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-6.0,147.0,1.0,2,0.8,1.0,0,1.0,0.0,1.0
430,1876,5,28,3.0,1.0,6.8,50.0,0,INDONESIA,NA,83.0,CERAM SEA,-3.0,127.25,0.3,1,0.8,-1.0,0,1.0,0.0,1.0
431,1876,10,26,2.0,2.0,7.1,29.0,0,JAPAN,NA,85.0,RYUKYU ISLANDS,28.581166666666665,130.03025,1.0,1,0.8,1.0,0,1.0,0.0,1.0
432,1876,12,23,3.0,0.0,7.1,29.0,0,ITALY,NA,50.0,LIGURIAN SEA,43.76666666666667,8.333333333333334,1.0,0,0.8,1.0,0,1.0,0.0,1.0
433,1877,2,24,2.0,4.0,7.1,29.0,0,USA,HI,80.0,S.W. COAST OF HAWAII,19.475,-155.608,1.0,2,0.8,0.5,0,1.0,0.0,1.0
434,1877,5,10,4.0,1.0,8.3,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-21.5,-70.5,18.0,107,4.4,3.5,2282,4.0,0.0,3.0
435,1877,5,14,2.0,1.0,7.1,29.0,0,PERU,NA,89.0,CENTRAL PERU,-12.07,-77.15,1.0,3,0.8,1.0,0,1.0,0.0,1.0
436,1877,5,15,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-21.2,-70.1,1.0,1,0.8,1.0,0,1.0,0.0,1.0
437,1877,8,23,3.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-20.2,-70.1,1.0,1,0.8,0.5,0,1.0,0.0,1.0
438,1877,10,11,2.0,1.0,7.1,29.0,0,COLOMBIA,NA,89.0,BUENAVENTURA,3.88,-77.08,1.0,2,0.8,1.0,0,1.0,0.0,1.0
439,1877,12,1,2.0,0.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,WAIPIRO BAY,-38.02,178.33,1.0,0,0.8,1.0,0,1.0,0.0,1.0
440,1878,1,10,3.0,1.0,7.5,29.0,2,VANUATU,NA,82.0,TANNA ISLAND,-19.0,168.5,12.0,1,3.6,3.0,0,1.0,0.0,1.0
441,1878,1,20,3.0,1.0,7.1,29.0,0,USA,AK,87.0,"ALEUTIAN ISLANDS, AK",51.578,-0.617999999999995,3.6,5,1.6,1.5,0,1.0,0.0,1.0
442,1878,1,27,3.0,0.0,7.1,29.0,0,PERU,NA,89.0,CENTRAL PERU,-12.0,-77.0,1.0,1,0.8,1.5,5,1.0,0.0,1.0
443,1878,2,4,3.0,1.0,7.1,29.0,1,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-4.25,152.25,1.0,1,2.0,1.0,0,1.0,0.0,1.0
444,1878,2,11,3.0,1.0,8.0,29.0,0,VANUATU,NA,82.0,TANNA ISLAND,-19.0,168.5,1.0,1,1.0,1.5,0,1.0,0.0,1.0
445,1878,2,14,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,CENTRAL CHILE,-36.8,-73.0,1.0,1,-0.5,0.0,0,1.0,0.0,1.0
446,1878,3,12,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-20.2,-70.1,1.0,1,-0.5,0.0,0,1.0,0.0,1.0
447,1878,4,12,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-20.2,-70.1,1.0,1,0.8,0.5,0,1.0,0.0,1.0
448,1878,6,12,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-23.7,-70.4,1.0,1,0.8,0.0,0,1.0,0.0,1.0
449,1878,6,30,2.0,0.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-18.3,-70.5,1.0,0,0.8,0.0,0,1.0,0.0,1.0
450,1878,11,22,3.0,8.0,7.1,29.0,0,USA,CA,88.0,S. CALIFORNIA,35.18,-120.731,1.0,9,2.0,1.5,1,1.0,0.0,1.0
451,1878,11,23,2.0,0.0,7.1,29.0,0,CHILE,NA,89.0,CENTRAL CHILE,-33.0,-71.6,1.0,1,0.8,0.5,0,1.0,0.0,1.0
452,1879,4,27,2.0,0.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,GREYMOUTH,-42.45,171.21,0.9,1,0.8,1.0,0,1.0,0.0,1.0
453,1879,7,11,3.0,1.0,5.9,29.0,0,EGYPT,NA,30.0,GULF OF SUEZ,29.0,33.0,1.0,1,0.8,1.0,0,1.0,0.0,1.0
454,1879,8,8,2.0,0.0,7.1,29.0,0,CHILE,NA,89.0,CENTRAL CHILE,-33.0,-71.6,1.0,1,0.8,1.5,0,1.0,0.0,1.0
455,1879,8,10,2.0,3.0,7.1,29.0,0,USA,CA,88.0,S. CALIFORNIA,34.227,-118.433,1.0,1,0.8,1.0,0,1.0,0.0,1.0
456,1880,4,14,3.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,WESTERN NORWAY,62.083,7.117,1.0,0,0.8,3.0,0,1.0,0.0,1.0
457,1880,7,18,4.0,3.0,7.5,100.0,0,PHILIPPINES,NA,84.0,E. LUZON ISLAND,16.0,121.85,1.0,2,0.8,0.0,0,1.0,0.0,1.0
458,1880,9,8,3.0,1.0,7.0,12.0,0,NEW ZEALAND,NA,81.0,GISBORNE,-38.85,178.85,1.0,1,0.8,1.0,0,1.0,0.0,1.0
459,1880,9,29,3.0,1.0,6.3,29.0,0,USA,AK,87.0,"CHIRIKOF ISLAND, AK",55.8,-155.6,1.0,2,0.8,1.0,0,1.0,0.0,1.0
460,1880,10,26,3.0,3.0,6.3,29.0,0,USA,AK,87.0,"SITKA, AK",57.0,-136.0,1.8,2,5.9,0.0,0,1.0,0.0,1.0
461,1881,4,3,3.0,1.0,6.5,29.0,0,GREECE,NA,50.0,"CHIOS ISLAND, AEGEAN ISLANDS",38.2,26.2,1.0,0,0.8,2.0,0,1.0,0.0,1.0
462,1881,6,29,3.0,1.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,PIGEON BAY (BANKS PENINSULA),-43.69,172.9,3.0,2,0.8,1.0,0,1.0,0.0,1.0
463,1881,7,12,2.0,1.0,7.1,29.0,0,FIJI,NA,81.0,FIJI ISLANDS,-16.0,179.0,0.46,1,1.0,1.0,0,1.0,0.0,1.0
464,1881,7,14,3.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-20.2,-70.1,1.4,1,0.5,1.0,0,1.0,0.0,1.0
465,1881,10,25,2.0,1.0,7.0,29.0,0,JAPAN,NA,85.0,HOKKAIDO ISLAND,43.3,147.3,1.0,2,0.8,1.5,0,1.0,0.0,1.0
466,1881,10,27,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-19.6,-70.2,1.0,1,0.8,1.0,0,1.0,0.0,1.0
467,1881,12,15,2.0,8.0,7.1,29.0,0,GREECE,NA,50.0,AETOLIKO LAGOON,38.4,21.4,2.0,0,0.8,3.0,0,1.0,0.0,1.0
468,1881,12,31,3.0,1.0,7.9,29.0,2,INDIA,NA,60.0,BAY OF BENGAL: W OF CAR NICOBAR IS,8.52,92.43,1.22,11,0.3,1.0,0,1.0,0.0,1.0
469,1882,1,0,3.0,1.0,7.1,29.0,0,SRI LANKA,NA,60.0,SRI LANKA,8.567,81.233,1.0,1,0.8,1.0,0,1.0,0.0,1.0
470,1882,2,23,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,CENTRAL CHILE,-33.58,-71.63,1.0,1,0.8,1.0,0,1.0,0.0,1.0
471,1882,4,13,2.0,1.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,"GLENBURN, WAIRARAPA",-41.32,175.84,1.2,1,0.8,1.0,0,1.0,0.0,1.0
472,1882,7,0,2.0,2.0,7.1,29.0,1,VIETNAM,NA,84.0,BINH THUAN,10.8,108.1,1.0,1,0.8,1.0,0,1.0,0.0,1.0
473,1882,9,7,4.0,3.0,7.9,40.0,0,PANAMA,NA,74.0,SAN BLAS ARCHIPELAGO,10.0,-79.0,3.0,3,0.8,1.0,100,2.0,0.0,3.0
474,1882,9,14,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-19.6,-70.2,1.0,1,0.8,1.0,0,1.0,0.0,1.0
475,1882,10,10,3.0,1.0,7.5,29.0,0,INDONESIA,NA,83.0,BANDA SEA,-4.5,129.9,1.0,1,0.8,0.5,0,1.0,0.0,1.0
476,1883,3,12,3.0,0.0,7.1,29.0,0,MEXICO,NA,88.0,S. MEXICO,17.072999999999997,-99.41466666666669,1.0,2,0.8,2.0,0,1.0,0.0,1.0
477,1883,3,24,2.0,2.0,7.1,29.0,0,SAMOA,NA,81.0,SAMOA,-14.639800000000001,-172.56693333333334,1.0,1,0.8,1.0,0,1.0,0.0,1.0
478,1883,6,27,3.0,1.0,7.1,29.0,0,GREECE,NA,50.0,IONIAN ISLANDS,39.5,20.0,1.0,0,0.8,3.0,0,1.0,0.0,1.0
479,1883,8,27,4.0,6.0,7.1,29.0,14,INDONESIA,NA,60.0,KRAKATAU,-6.102,105.423,41.0,102,5.1,4.0,34417,4.0,0.0,4.0
480,1883,10,6,4.0,7.0,7.1,29.0,8,USA,AK,87.0,"COOK INLET, AK",59.4,-153.4,9.14,3,3.2,3.0,0,1.0,0.0,1.0
481,1883,10,10,2.0,6.0,7.1,29.0,0,INDONESIA,NA,60.0,JAVA-S. JAVA,-6.102,105.423,1.0,1,0.8,0.0,0,1.0,0.0,1.0
482,1884,1,14,2.0,0.0,7.1,29.0,0,URUGUAY,NA,71.0,MONTEVIDEO,-34.917,-56.167,1.0,1,0.8,1.0,0,2.0,0.0,1.0
483,1884,2,0,2.0,6.0,7.1,29.0,0,INDONESIA,NA,60.0,KRAKATAU,-6.102,105.423,1.0,0,0.8,0.0,0,1.0,0.0,1.0
484,1884,7,20,4.0,1.0,6.2,29.0,0,ERITREA,NA,30.0,OFFSHORE MASSAWA,15.7,39.6,1.0,1,0.8,1.0,0,1.0,0.0,1.0
485,1885,1,16,3.0,0.0,7.1,29.0,0,FRANCE,NA,50.0,LIGURIAN SEA,43.76666666666667,8.333333333333334,1.0,0,0.8,4.0,0,1.0,0.0,1.0
486,1885,4,30,3.0,1.0,7.3,29.0,0,INDONESIA,NA,83.0,MOLUCCAS ISLANDS,-2.5,127.5,1.2,2,0.8,0.5,0,1.0,0.0,1.0
487,1885,7,29,2.0,1.0,6.8,29.0,0,INDONESIA,NA,60.0,"AJERBANGIS, SUMATRA",0.0,99.5,1.0,1,0.8,0.0,0,1.0,0.0,1.0
488,1885,8,3,3.0,0.0,7.1,29.0,0,INDONESIA,NA,83.0,SULAWESI ISLAND,1.1,124.3,1.0,2,0.8,0.0,0,1.0,0.0,1.0
489,1885,11,12,3.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-20.2,-70.1,1.0,1,0.8,0.5,0,1.0,0.0,1.0
490,1886,8,27,3.0,1.0,7.5,29.0,0,GREECE,NA,50.0,IONIAN SEA,37.1,21.5,1.0,3,0.8,3.0,0,1.0,0.0,1.0
491,1886,9,1,4.0,1.0,7.3,29.0,0,USA,SC,75.0,"CHARLESTON, SC",32.9,-80.0,1.0,3,0.8,1.0,0,1.0,0.0,1.0
492,1886,12,0,4.0,8.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,"JACKSON BAY, SOUTH ISLAND",-43.957,168.616,1.0,0,0.8,1.0,0,1.0,0.0,1.0
493,1887,2,23,3.0,1.0,7.1,29.0,0,ITALY,NA,50.0,LIGURIAN SEA,43.7,8.1,2.0,0,0.8,3.0,0,1.0,0.0,1.0
494,1887,7,8,2.0,0.0,7.1,29.0,0,USA,CA,88.0,N. CALIFORNIA,38.73766666666666,-123.19255555555557,0.06,1,0.8,1.0,0,1.0,0.0,1.0
495,1887,9,23,4.0,1.0,7.1,29.0,0,HAITI,NA,74.0,MOLE SAINT-NICOLAS,19.7,-74.4,1.0,4,0.8,1.0,0,1.0,0.0,1.0
496,1887,10,3,2.0,1.0,6.2,29.0,0,GREECE,NA,50.0,"PELOPONNESUS, GREECE",38.3,22.8,1.0,2,0.8,3.0,0,1.0,0.0,1.0
497,1888,3,13,4.0,7.0,7.1,29.0,1,PAPUA NEW GUINEA,NA,82.0,RITTER ISLAND,-5.52,148.121,15.0,12,3.4,3.5,0,4.0,0.0,3.0
498,1888,4,23,4.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,MID-NORWAY,63.433,10.383,7.0,2,0.8,3.0,0,1.0,0.0,2.0
499,1888,7,30,2.0,1.0,7.1,29.0,0,ITALY,NA,50.0,LIGURIAN SEA,43.76666666666667,8.333333333333334,1.0,0,0.8,3.0,0,1.0,0.0,1.0
500,1888,9,9,4.0,3.0,6.1,29.0,0,GREECE,NA,50.0,GULF OF CORINTH,38.2,22.1,1.0,1,0.8,1.0,0,1.0,0.0,1.0
501,1889,3,8,2.0,0.0,7.1,29.0,0,TONGA,NA,81.0,TONGA,-21.616500000000002,-174.391,11.0,3,0.8,1.0,0,1.0,0.0,1.0
502,1889,5,25,3.0,1.0,6.8,29.0,0,PHILIPPINES,NA,84.0,MINDORO ISLAND,13.5,121.0,0.1,1,0.8,-3.0,0,1.0,0.0,1.0
503,1889,8,16,2.0,0.0,7.1,29.0,0,INDONESIA,NA,60.0,JAVA-S. JAVA,-6.05,105.92,1.0,1,0.8,1.0,0,1.0,0.0,1.0
504,1889,9,6,4.0,1.0,8.0,70.0,1,INDONESIA,NA,83.0,N. MOLUCCAS ISLANDS,1.0,126.25,4.0,7,1.0,2.5,0,1.0,0.0,2.0
505,1889,11,23,2.0,1.0,6.0,29.0,0,INDONESIA,NA,60.0,JAVA,-7.0,113.5,1.0,1,0.8,1.0,0,1.0,0.0,1.0
506,1889,12,8,2.0,1.0,7.1,29.0,0,ITALY,NA,50.0,GARGANO PENINSULA,42.03,15.3,1.0,1,0.8,1.0,0,1.0,0.0,1.0
507,1890,7,11,3.0,1.0,7.2,10.0,0,IRAN,NA,40.0,CASPIAN SEA,36.6,54.6,1.0,2,0.8,1.0,0,1.0,0.0,1.0
508,1891,1,15,3.0,1.0,7.1,29.0,0,ALGERIA,NA,50.0,SEA OF ALBORAN,36.5,1.8,1.0,1,0.8,1.0,0,1.0,0.0,1.0
509,1891,6,10,3.0,0.0,7.1,29.0,0,INDONESIA,NA,83.0,N. MOLUCCAS ISLANDS,-0.5,127.5,1.0,1,0.8,0.5,0,1.0,0.0,1.0
510,1891,6,20,3.0,0.0,7.1,29.0,0,INDONESIA,NA,83.0,BANDA SEA,-4.0,129.0,1.0,3,0.8,0.0,0,1.0,0.0,1.0
511,1891,6,22,2.0,1.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,NEW ZEALAND,-37.4,174.4,1.0,1,0.8,1.0,0,1.0,0.0,1.0
512,1891,9,16,2.0,0.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,NEW BRIGHTON,-43.51,172.73,1.0,1,0.8,1.0,0,1.0,0.0,1.0
513,1891,10,5,3.0,1.0,7.0,29.0,0,INDONESIA,NA,60.0,TIMOR SEA,-9.0,124.0,1.0,1,0.8,0.5,0,1.0,0.0,1.0
514,1891,11,29,3.0,3.0,7.1,29.0,4,USA,WA,88.0,WASHINGTON,48.0,-123.5,2.44,3,1.3,1.0,0,1.0,0.0,1.0
515,1892,3,27,2.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-18.5,-70.35,1.0,1,0.8,1.0,0,1.0,0.0,1.0
516,1892,5,16,4.0,1.0,7.5,29.0,0,USA TERRITORY,GU,81.0,"GUAM, MARIANA ISLANDS",14.0,143.3,1.0,1,0.8,0.5,0,1.0,0.0,1.0
517,1892,5,17,3.0,1.0,7.1,29.0,0,INDONESIA,NA,60.0,NORTHEAST SUMATRA,2.5,99.5,1.0,6,0.8,1.0,0,1.0,0.0,1.0
518,1892,6,7,4.0,6.0,7.1,29.0,0,INDONESIA,NA,83.0,"AWU VOLCANO, SANGIHE ISLAND",3.67,125.5,0.75,5,1.0,1.0,0,1.0,0.0,1.0
519,1892,8,30,3.0,6.0,7.1,29.0,0,TONGA,NA,81.0,TOFUA,-19.75,-175.07,1.0,2,0.8,1.0,0,1.0,0.0,1.0
520,1892,8,0,2.0,0.0,7.1,29.0,0,VANUATU,NA,82.0,ESPIRITU SANTO ISLAND,-15.25,166.83,1.0,1,0.8,1.5,0,1.0,0.0,1.0
521,1892,11,18,3.0,1.0,7.0,70.0,0,INDONESIA,NA,83.0,SERAM ISLAND,-3.0,127.75,1.0,1,0.8,-1.0,0,1.0,0.0,1.0
522,1892,12,9,4.0,1.0,6.5,29.0,0,JAPAN,NA,85.0,SW. HONSHU ISLAND,37.0,136.8,1.0,2,0.8,0.0,0,1.0,0.0,1.0
523,1893,2,9,4.0,1.0,6.5,29.0,0,GREECE,NA,50.0,SAMOTHRACE,40.5,25.5,1.0,2,0.8,3.0,0,1.0,0.0,1.0
524,1893,2,19,2.0,1.0,7.1,29.0,0,JAMAICA,NA,74.0,KINGSTON,17.97,-76.8,1.0,1,0.8,1.0,0,1.0,0.0,1.0
525,1893,4,17,3.0,1.0,6.4,29.0,0,GREECE,NA,50.0,IONIAN SEA,37.7,20.9,1.0,0,0.8,1.0,0,1.0,0.0,1.0
526,1893,6,4,4.0,1.0,7.0,29.0,0,RUSSIA,NA,86.0,S. KURIL ISLANDS,43.3,147.5,2.5,3,1.6,1.5,0,1.0,0.0,1.0
527,1893,6,13,4.0,1.0,6.9,29.0,0,JAPAN,NA,85.0,"NEMURO, JAPAN",42.5,145.5,1.0,1,0.8,1.0,0,1.0,0.0,1.0
528,1893,6,14,2.0,1.0,7.5,29.0,0,ALBANIA,NA,50.0,ALBANIAN COASTS,40.2,19.7,1.0,0,0.8,3.0,0,1.0,0.0,1.0
529,1893,8,27,2.0,0.0,7.1,29.0,0,VANUATU,NA,82.0,"PORT VILA, EFATE ISLAND",-17.75,168.3,1.0,1,0.8,0.0,0,1.0,0.0,1.0
530,1894,3,22,4.0,1.0,7.9,29.0,0,JAPAN,NA,85.0,SE. HOKKAIDO ISLAND,42.5,146.0,4.0,20,2.0,1.5,0,1.0,0.0,1.0
531,1894,4,27,4.0,3.0,7.0,29.0,1,GREECE,NA,50.0,NORTH EVOIKOS GULF,38.7,23.1,3.0,2,1.6,4.0,0,1.0,0.0,1.0
532,1894,5,10,2.0,0.0,7.1,29.0,0,MEXICO,NA,88.0,OFF WEST COAST,25.4,-108.95,6.0,2,0.8,1.0,0,1.0,0.0,1.0
533,1894,7,10,4.0,1.0,6.7,29.0,0,TURKEY,NA,50.0,MARMARA SEA,40.6,28.7,4.5,3,0.8,3.0,0,1.0,0.0,1.0
534,1894,10,22,4.0,1.0,7.0,29.0,0,JAPAN,NA,85.0,"YAMAGATA, JAPAN",38.9,139.8,1.0,0,-1.0,-1.0,0,1.0,0.0,1.0
535,1894,11,16,2.0,1.0,7.1,29.0,0,ITALY,NA,50.0,CALABRIAN ARC,38.3,15.9,1.0,0,0.8,1.0,0,1.0,0.0,1.0
536,1894,11,21,2.0,0.0,7.1,29.0,0,ATLANTIC OCEAN,NA,72.0,ATLANTIC OCEAN,49.0,-34.5,12.2,1,3.6,1.0,0,1.0,0.0,1.0
537,1894,11,28,3.0,8.0,7.1,29.0,0,USA,WA,88.0,"PUYALLUP RIVER DELTA, TACOMA, WA",47.286,-122.445,3.0,1,0.8,1.0,2,1.0,0.0,1.0
538,1894,0,0,2.0,0.0,7.1,29.0,0,TUNISIA,NA,50.0,BALEARIC SEA,37.3,9.9,1.0,1,0.8,3.0,0,1.0,0.0,1.0
539,1895,3,6,4.0,1.0,7.3,29.0,0,PAPUA NEW GUINEA,NA,82.0,SOLOMON SEA,-8.4,150.1,6.0,6,2.6,2.0,0,2.0,0.0,2.0
540,1895,3,9,2.0,8.0,7.1,29.0,0,USA,CA,88.0,S. CALIFORNIA,34.14375,-118.84762500000001,1.0,1,0.8,1.0,0,1.0,0.0,1.0
541,1895,5,31,4.0,1.0,7.1,29.0,0,CHILE,NA,89.0,NORTHERN CHILE,-18.0,-71.0,1.0,17,0.8,1.0,0,1.0,0.0,1.0
542,1895,7,8,2.0,1.0,8.2,30.0,0,TURKMENISTAN,NA,40.0,CASPIAN SEA,39.5,53.7,1.0,1,0.8,1.0,0,1.0,0.0,1.0
543,1895,7,9,4.0,8.0,7.1,29.0,0,NEW ZEALAND,NA,81.0,PIEGON BAY,-43.688,172.9,5.0,0,0.8,1.0,0,1.0,0.0,1.0
544,1895,8,18,4.0,3.0,6.0,12.0,0,NEW ZEALAND,NA,81.0,"LAKE TAUPO, NORTH ISLAND",-38.8,176.0,1.0,1,0.8,1.0,0,1.0,0.0,1.0
545,1895,9,1,3.0,1.0,4.3,29.0,0,USA,NJ,75.0,"HIGH BRIDGE, NJ",40.667,-74.883,1.0,1,0.8,1.0,0,1.0,0.0,1.0
546,1896,1,9,4.0,1.0,7.6,29.0,0,JAPAN,NA,85.0,"KASHIMA, JAPAN",36.5,141.0,0.25,6,0.8,-2.5,0,1.0,0.0,1.0
547,1896,2,16,2.0,1.0,7.1,29.0,0,JAMAICA,NA,74.0,KINGSTON,17.6,-76.7,1.0,1,0.8,1.0,0,1.0,0.0,1.0
548,1896,6,15,4.0,1.0,8.3,29.0,4,JAPAN,NA,85.0,SANRIKU,39.5,144.0,38.2,75,5.2,3.8,27122,4.0,0.0,4.0
549,1896,10,10,2.0,1.0,6.8,29.0,0,INDONESIA,NA,60.0,SW. SUMATRA,-3.5,102.5,1.0,1,0.8,0.0,0,1.0,0.0,1.0
550,1896,11,5,3.0,1.0,7.1,29.0,0,GREECE,NA,50.0,IONIAN SEA,38.12088888888888,20.88333333333334,1.0,0,0.8,1.0,0,1.0,0.0,1.0
551,1896,0,0,4.0,1.0,7.1,29.0,0,ICELAND,NA,73.0,ICELAND,66.0,-18.25,1.0,0,0.8,1.0,0,1.0,0.0,1.0
552,1897,2,19,4.0,1.0,7.4,33.0,0,JAPAN,NA,85.0,SANRIKU,38.1,141.9,1.0,2,0.8,1.0,0,1.0,0.0,1.0
553,1897,3,15,2.0,1.0,5.5,15.0,0,INDONESIA,NA,60.0,FLORES SEA,-6.8,120.8,1.0,1,0.8,1.0,0,1.0,0.0,1.0
554,1897,3,26,3.0,6.0,7.1,29.0,0,SOLOMON ISLANDS,NA,82.0,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,1.0,1,0.8,1.0,0,1.0,0.0,1.0
555,1897,4,17,2.0,8.0,7.1,29.0,0,USA,AK,87.0,"GULF OF ALASKA, AK",58.63175,-143.70075,1.0,1,0.8,1.0,0,1.0,0.0,1.0
556,1897,6,20,2.0,1.0,7.0,29.0,0,MEXICO,NA,88.0,S. MEXICO,16.0,-95.0,1.0,0,0.8,1.0,0,1.0,0.0,1.0
557,1897,8,5,4.0,1.0,7.7,29.0,0,JAPAN,NA,85.0,SANRIKU,38.0,143.7,3.6,37,1.5,1.0,0,1.0,0.0,1.0
558,1897,9,21,4.0,1.0,8.7,33.0,0,PHILIPPINES,NA,84.0,SULU SEA,6.0,122.0,7.0,13,2.6,2.5,13,1.0,0.0,1.0
559,1897,10,18,3.0,1.0,8.1,33.0,0,PHILIPPINES,NA,84.0,SAMAR ISLAND,12.0,126.0,1.0,2,0.8,1.5,0,1.0,0.0,1.0
560,1898,4,22,4.0,1.0,7.2,29.0,0,JAPAN,NA,85.0,HONSHU ISLAND,38.6,142.0,0.1,2,0.8,-3.0,0,1.0,0.0,1.0
561,1898,6,2,2.0,3.0,7.0,29.0,0,GREECE,NA,50.0,"PELOPONNESUS, GREECE",37.6,22.5,1.0,0,0.8,1.0,0,1.0,0.0,1.0
562,1898,12,3,3.0,1.0,7.1,29.0,0,GREECE,NA,50.0,IONIAN ISLANDS,37.75,21.0,0.4,1,0.8,3.0,0,1.0,0.0,1.0
563,1899,1,15,3.0,1.0,7.1,29.0,0,PAPUA NEW GUINEA,NA,82.0,"EAST COAST, NEW IRELAND",-3.0,152.0,1.0,13,0.8,1.5,0,1.0,0.0,2.0
564,1899,1,22,3.0,1.0,6.6,29.0,0,GREECE,NA,50.0,IONIAN SEA,37.2,21.6,1.0,2,0.8,3.0,0,1.0,0.0,1.0
565,1899,9,4,4.0,1.0,8.2,29.0,1,USA,AK,87.0,"CAPE YAKATAGA, AK",60.0,-142.0,3.1,4,0.8,0.0,0,1.0,0.0,1.0
566,1899,9,10,4.0,3.0,8.2,25.0,0,USA,AK,87.0,"YAKUTAT BAY, AK",60.0,-140.0,60.96,12,5.9,3.0,0,1.0,0.0,3.0
567,1899,9,29,4.0,3.0,7.8,29.0,0,INDONESIA,NA,83.0,BANDA SEA,-3.0,128.5,12.0,10,3.6,3.0,2460,4.0,0.0,3.0
568,1899,10,7,2.0,0.0,7.1,29.0,0,JAPAN,NA,85.0,TAGONOURA,35.1,138.75,1.0,1,0.8,1.0,0,1.0,0.0,1.0
569,1899,10,19,2.0,1.0,7.1,29.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-5.0,148.0,1.0,2,0.8,1.5,0,1.0,0.0,2.0
570,1899,11,24,4.0,1.0,7.1,29.0,0,JAPAN,NA,85.0,SEIKAIDO,31.9,132.0,0.3,1,-1.7,-1.0,0,1.0,0.0,1.0
571,1899,11,25,4.0,1.0,6.9,29.0,0,JAPAN,NA,85.0,SEIKAIDO,32.7,132.3,1.0,1,-1.0,-2.0,0,1.0,0.0,1.0
572,1899,0,0,3.0,0.0,7.1,29.0,0,VIETNAM,NA,84.0,NORTH CENTRAL VIETNAM,19.0,106.0,3.0,1,0.8,1.0,0,1.0,0.0,1.0
573,1900,1,20,3.0,1.0,7.3,10.0,0,MEXICO,NA,88.0,MEXICO,20.0,-105.0,1.0,0,0.8,1.0,0,1.0,0.0,1.0
574,1900,5,16,3.0,1.0,6.9,29.0,0,MEXICO,NA,88.0,MEXICO,20.0,-105.0,1.0,2,0.8,1.0,0,1.0,0.0,1.0
575,1900,8,11,4.0,3.0,7.1,29.0,0,USA,AK,87.0,"LITUYA BAY, AK",58.6,-137.5,1.0,1,0.8,1.0,5,1.0,0.0,1.0
576,1900,9,10,4.0,1.0,6.8,29.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-4.0,152.0,1.0,3,0.8,1.0,0,1.0,0.0,1.0
577,1900,9,17,3.0,1.0,7.1,29.0,0,PAPUA NEW GUINEA,NA,82.0,RABAUL HARBOR,-5.0,148.0,3.0,1,0.8,1.5,0,1.0,0.0,1.0
578,1900,10,7,3.0,1.0,6.9,29.0,0,INDONESIA,NA,83.0,BISMARCK SEA,-4.0,140.0,1.0,4,1.0,1.5,5,1.0,0.0,1.0
579,1900,10,29,3.0,1.0,7.7,25.0,0,VENEZUELA,NA,74.0,MANCUTO,11.0,-66.0,10.0,5,0.8,1.0,0,1.0,0.0,1.0
580,1901,3,3,3.0,3.0,6.7,29.0,0,USA,CA,88.0,"MONTEREY BAY, N. CALIFORNIA",36.0,-120.5,1.0,1,0.8,1.0,0,1.0,0.0,1.0
581,1901,3,31,3.0,1.0,7.2,29.0,0,BULGARIA,NA,40.0,BLACK SEA,43.4,28.5,3.0,1,0.8,4.0,0,1.0,0.0,1.0
582,1901,6,15,4.0,1.0,6.0,33.0,0,JAPAN,NA,85.0,"IWATE, JAPAN",39.0,143.0,1.0,0,0.8,1.0,0,1.0,0.0,1.0
