,Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Focal Depth (km),Deposits,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Death Description,Damage ($Mil),Damage Description
869,1937,9,21,3.0,1.0,5.7,33.0,0,RUSSIA,NA,86.0,KAMCHATKA,56.0,162.5,1.0,0,0.8,1.0,0,1.0,0.0,1.0
870,1937,11,6,2.0,1.0,6.0,33.0,0,INDONESIA,NA,83.0,BANDA SEA,-3.0,132.3,0.5,1,-1.0,1.0,0,1.0,0.0,1.0
871,1938,2,1,4.0,1.0,8.6,25.0,0,INDONESIA,NA,83.0,BANDA SEA,-5.045,131.614,1.0,5,1.0,1.5,0,1.0,0.0,2.0
872,1938,2,6,2.0,0.0,7.1,29.0,0,AUSTRALIA,NA,81.0,"BONDI BEACH, SYDNEY",-40.49875,150.916375,1.0,2,0.8,1.0,5,1.0,0.0,1.0
873,1938,2,13,2.0,1.0,6.0,29.0,0,INDONESIA,NA,83.0,BANDA SEA,-3.0,132.3,0.5,1,0.8,-0.5,0,1.0,0.0,1.0
874,1938,3,0,2.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,WESTERN NORWAY,62.333,6.967,1.0,0,0.8,2.0,0,1.0,0.0,1.0
875,1938,5,12,3.0,1.0,7.5,29.0,0,PAPUA NEW GUINEA,NA,82.0,SOLOMON SEA,-6.0,147.8,1.0,1,1.0,1.0,0,1.0,0.0,1.0
876,1938,5,19,4.0,1.0,7.6,29.0,0,INDONESIA,NA,83.0,MAKASSAR STRAIT,-1.0,120.0,3.0,6,1.6,1.0,17,1.0,0.0,1.0
877,1938,5,23,4.0,1.0,7.1,29.0,0,JAPAN,NA,85.0,JAPAN TRENCH,36.7,141.4,0.83,7,-0.3,1.0,0,1.0,0.0,1.0
878,1938,5,28,4.0,1.0,6.1,29.0,0,JAPAN,NA,85.0,E. HOKKAIDO ISLAND,43.6,144.3,0.9,2,-0.1,1.0,1,1.0,0.0,1.0
879,1938,6,10,4.0,1.0,7.6,35.0,0,JAPAN,NA,85.0,RYUKYU ISLANDS,25.321,125.115,1.5,1,0.6,0.0,0,1.0,0.0,1.0
880,1938,11,5,4.0,1.0,7.7,30.0,0,JAPAN,NA,85.0,SANRIKU,37.1,141.7,0.57,17,0.1,-0.5,0,1.0,0.0,1.0
881,1938,11,5,4.0,1.0,7.6,30.0,0,JAPAN,NA,85.0,SANRIKU,37.2,141.7,0.56,12,0.1,-0.5,0,1.0,0.0,1.0
882,1938,11,6,4.0,1.0,7.5,0.0,0,JAPAN,NA,85.0,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,15,0.4,-0.5,0,1.0,0.0,1.0
883,1938,11,6,4.0,1.0,7.1,20.0,0,JAPAN,NA,85.0,OFF FUKUSHIMA PREFECTURE,37.0,141.7,1.25,11,0.3,-0.5,0,1.0,0.0,1.0
884,1938,11,10,4.0,1.0,8.2,25.0,0,USA,AK,87.0,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,9,-1.7,1.0,0,1.0,0.0,1.0
885,1938,11,13,4.0,1.0,6.0,60.0,0,JAPAN,NA,85.0,SANRIKU,37.0,141.5,0.75,7,-0.5,-1.5,0,1.0,0.0,1.0
886,1938,11,22,4.0,1.0,6.9,10.0,0,JAPAN,NA,85.0,SANRIKU,36.7,142.1,0.3,4,-1.7,-2.5,0,1.0,0.0,1.0
887,1938,11,30,4.0,1.0,7.0,50.0,0,JAPAN,NA,85.0,SANRIKU,37.0,142.2,0.2,9,-2.3,-3.0,0,1.0,0.0,1.0
888,1939,1,30,2.0,1.0,7.7,35.0,0,PAPUA NEW GUINEA,NA,82.0,SOLOMON SEA,-7.08,155.386,1.0,3,0.9,1.0,0,1.0,0.0,1.0
889,1939,3,20,4.0,1.0,6.6,20.0,0,JAPAN,NA,85.0,SEIKAIDO,32.3,132.0,0.8,4,-0.3,0.0,0,1.0,0.0,1.0
890,1939,4,30,3.0,1.0,7.9,35.0,0,SOLOMON ISLANDS,NA,82.0,SOLOMON ISLANDS,-9.295,159.234,10.5,8,3.4,1.5,12,1.0,0.0,1.0
891,1939,5,1,4.0,1.0,7.0,29.0,0,JAPAN,NA,85.0,NW. HONSHU ISLAND,40.1,139.5,1.2,25,-1.7,0.0,0,1.0,0.0,1.0
892,1939,5,8,4.0,1.0,6.7,16.0,0,PORTUGAL,NA,73.0,AZORES,37.198,-24.356,0.2,2,0.8,1.0,0,1.0,0.0,1.0
893,1939,6,22,2.0,1.0,6.4,13.0,0,GHANA,NA,77.0,GOLD COAST,5.568,-0.625,1.0,2,0.8,1.0,0,1.0,0.0,1.0
894,1939,7,24,3.0,6.0,7.1,29.0,0,GRENADA,NA,74.0,KICK 'EM JENNY VOLCANO,12.3,-61.63,2.0,3,0.8,1.0,0,1.0,0.0,1.0
895,1939,8,15,2.0,1.0,5.6,29.0,0,CUBA,NA,74.0,SANTA CLARA,22.2,-79.1,1.0,1,0.8,1.0,0,1.0,0.0,1.0
896,1939,12,21,3.0,1.0,8.0,150.0,0,INDONESIA,NA,83.0,N. MOLUCCAS ISLANDS,0.0,123.0,1.0,2,0.8,1.0,0,1.0,0.0,1.0
897,1939,12,26,4.0,1.0,7.8,20.0,0,TURKEY,NA,40.0,SOUTH BLACK SEA,39.907,39.586,0.53,11,0.8,4.0,0,1.0,0.0,1.0
898,1940,1,15,2.0,1.0,5.1,15.0,0,ITALY,NA,50.0,NORTHERN SICILY,38.067,13.467,1.0,0,0.8,3.0,0,1.0,0.0,1.0
899,1940,5,24,2.0,1.0,8.2,60.0,0,PERU,NA,89.0,CENTRAL PERU,-10.5,-77.0,2.0,5,1.0,1.5,0,1.0,0.0,1.0
900,1940,8,1,4.0,1.0,7.5,10.0,1,JAPAN,NA,85.0,W. HOKKAIDO ISLAND,44.2,139.5,5.0,62,1.8,1.5,10,1.0,0.0,1.0
901,1940,8,31,4.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,NORTHERN NORWAY,65.883,13.167,1.0,0,0.8,2.0,0,1.0,0.0,1.0
902,1941,1,13,4.0,1.0,7.4,15.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-4.175,152.071,0.15,3,-3.3,-2.5,0,1.0,0.0,1.0
903,1941,1,20,2.0,1.0,6.0,29.0,0,CYPRUS,NA,50.0,LEVANTIAN SEA,35.221,33.751,1.0,1,0.8,2.0,0,1.0,0.0,1.0
904,1941,3,16,2.0,1.0,7.1,29.0,0,ITALY,NA,50.0,CALABRIAN ARC,38.3,12.2,1.0,0,0.8,2.0,0,1.0,0.0,1.0
905,1941,4,15,3.0,1.0,7.6,30.0,0,MEXICO,NA,88.0,MEXICO,18.68,-102.989,1.0,0,0.8,1.0,0,1.0,0.0,1.0
906,1941,6,26,4.0,1.0,8.0,20.0,1,INDIA,NA,60.0,"ANDAMAN SEA, E. COAST INDIA",11.94,92.626,1.5,2,0.8,1.0,0,1.0,0.0,1.0
907,1941,7,7,3.0,8.0,7.1,29.0,0,SPAIN,NA,73.0,"TENERIFE, CANARY ISLANDS",28.48,-16.25,6.0,2,0.8,1.0,0,1.0,0.0,1.0
908,1941,11,18,4.0,1.0,7.4,10.0,0,JAPAN,NA,85.0,SEIKAIDO,32.0,132.1,1.2,11,0.3,0.0,2,1.0,0.0,1.0
909,1941,11,25,4.0,1.0,7.8,10.0,0,ATLANTIC OCEAN,NA,73.0,AZORES GIBRALTAR FRACTURE ZONE,37.301,-18.966,0.23,14,0.8,2.0,0,1.0,0.0,1.0
910,1941,12,5,4.0,1.0,7.6,29.0,0,COSTA RICA,NA,88.0,COSTA RICA-PANAMA,8.7,-83.2,0.21,5,-3.3,-3.0,0,1.0,0.0,1.0
911,1941,12,6,4.0,1.0,6.9,29.0,0,COSTA RICA,NA,88.0,COSTA RICA-PANAMA,8.5,-84.0,0.12,1,-3.3,-4.0,0,1.0,0.0,1.0
912,1942,5,0,3.0,0.0,7.1,29.0,0,NEW CALEDONIA,NA,82.0,NEW CALEDONIA,-20.6,165.0,3.0,2,0.8,1.0,0,1.0,0.0,1.0
913,1942,8,24,4.0,3.0,8.2,60.0,0,PERU,NA,89.0,S. PERU,-15.0,-76.0,2.0,3,1.0,1.0,0,1.0,0.0,1.0
914,1943,4,6,4.0,1.0,8.2,35.0,0,CHILE,NA,89.0,CENTRAL CHILE,-30.75,-72.0,1.0,12,0.8,1.0,0,1.0,0.0,1.0
915,1943,6,13,4.0,1.0,7.1,20.0,0,JAPAN,NA,85.0,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,1,-0.7,-0.5,0,1.0,0.0,1.0
916,1944,8,20,4.0,7.0,7.1,29.0,0,ITALY,NA,50.0,STROMBOLI ISLAND,38.789,15.213,1.0,2,0.8,4.0,0,1.0,0.0,1.0
917,1944,10,6,3.0,1.0,6.7,29.0,0,TURKEY,NA,50.0,"EDREMIT GULF, AEGEAN SEA",39.509,26.587,1.0,1,0.8,2.0,0,1.0,0.0,1.0
918,1944,12,7,4.0,1.0,8.1,30.0,0,JAPAN,NA,85.0,OFF SOUTHEAST COAST KII PENINSULA,34.0,137.1,10.0,156,2.9,2.5,1223,4.0,0.0,4.0
919,1945,1,12,4.0,1.0,7.1,33.0,0,JAPAN,NA,85.0,TOKAIDO,34.7,137.2,1.0,7,-0.7,-0.5,0,1.0,0.0,1.0
920,1945,2,10,4.0,1.0,7.3,20.0,0,JAPAN,NA,85.0,SANRIKU,40.9,142.1,0.4,1,-1.3,-1.5,0,1.0,0.0,1.0
921,1945,11,27,4.0,3.0,8.0,29.0,2,PAKISTAN,NA,60.0,MAKRAN COAST,24.5,63.0,17.0,58,3.9,1.0,300,3.0,25.0,4.0
922,1946,4,1,4.0,3.0,8.6,15.0,11,USA,AK,87.0,"UNIMAK ISLAND, AK",53.492,-162.832,42.0,621,5.1,4.0,168,3.0,26.271,4.0
923,1946,6,23,4.0,3.0,7.3,29.0,1,CANADA,BC,88.0,BRITISH COLUMBIA,49.87,-124.92,9.0,5,4.9,2.0,0,1.0,0.0,1.0
924,1946,8,2,2.0,1.0,7.9,60.0,0,CHILE,NA,89.0,NORTHERN CHILE,-26.5,-70.5,1.0,0,0.8,9.0,0,1.0,0.0,1.0
925,1946,8,4,4.0,1.0,7.9,15.0,0,DOMINICAN REPUBLIC,NA,74.0,NORTHEASTERN COAST,19.25,-69.0,5.0,8,2.2,1.0,1790,4.0,0.0,3.0
926,1946,8,8,4.0,1.0,7.5,15.0,0,DOMINICAN REPUBLIC,NA,74.0,NORTHEASTERN COAST,19.5,-69.5,0.6,13,0.8,1.0,75,2.0,0.0,1.0
927,1946,9,30,2.0,1.0,7.0,70.0,0,PERU,NA,89.0,S. PERU,-14.0,-76.25,1.0,0,0.8,1.0,0,1.0,0.0,1.0
928,1946,11,13,3.0,6.0,7.1,29.0,0,RUSSIA,NA,86.0,N. KURIL ISLANDS,48.092,153.2,1.0,0,0.8,1.0,0,1.0,0.0,1.0
929,1946,12,20,4.0,1.0,8.3,15.0,1,JAPAN,NA,85.0,HONSHU: S COAST,33.123,135.905,6.6,304,2.7,2.5,1362,4.0,0.0,4.0
930,1947,3,25,3.0,3.0,7.1,12.0,0,NEW ZEALAND,NA,81.0,OFF COAST OF NORTH ISLAND,-38.85,178.87,10.0,10,3.3,3.0,0,1.0,0.0,1.0
931,1947,5,17,4.0,1.0,6.9,12.0,0,NEW ZEALAND,NA,81.0,OFF COAST OF NORTH ISLAND,-38.42,178.88,6.0,5,2.6,1.0,0,1.0,0.0,1.0
932,1947,10,6,3.0,3.0,7.3,28.0,0,GREECE,NA,50.0,"PELOPONNESUS, GREECE",36.808,21.916,1.0,1,0.8,2.0,0,1.0,0.0,1.0
933,1947,11,4,4.0,1.0,7.0,33.0,0,JAPAN,NA,85.0,W. HOKKAIDO ISLAND,43.8,141.0,2.0,4,1.0,1.0,0,1.0,0.0,1.0
934,1948,1,24,3.0,1.0,7.8,15.0,0,PHILIPPINES,NA,84.0,SULU SEA,10.714,122.235,1.0,5,1.0,1.5,2,1.0,0.0,1.0
935,1948,2,9,4.0,1.0,7.3,40.0,0,GREECE,NA,50.0,"DODECANESE, KARPATHOS IS.",35.64,27.158,7.3,11,0.8,4.0,0,1.0,0.0,1.0
936,1948,4,17,4.0,1.0,7.2,40.0,0,JAPAN,NA,85.0,TOKAIDO,33.1,135.6,0.6,3,-0.7,-1.0,0,1.0,0.0,1.0
937,1948,4,22,4.0,1.0,6.5,15.0,0,GREECE,NA,50.0,IONIAN SEA,38.532,20.427,1.0,1,0.8,4.0,0,1.0,0.0,1.0
938,1948,5,23,2.0,1.0,6.0,29.0,0,CHINA,NA,84.0,SHANDONG PROVINCE,37.2,121.8,3.0,1,0.8,1.0,0,1.0,0.0,1.0
939,1948,6,1,3.0,1.0,6.3,29.0,0,INDONESIA,NA,60.0,OFF NORTHWEST COAST,6.0,95.0,1.0,1,-0.5,0.0,0,1.0,0.0,1.0
940,1948,9,8,4.0,1.0,7.8,33.0,0,TONGA,NA,81.0,TONGA TRENCH,-21.0,-174.0,0.1,6,1.0,1.5,0,1.0,0.0,1.0
941,1948,12,4,3.0,1.0,6.6,15.0,0,MEXICO,NA,88.0,MEXICO,21.182,-106.818,1.0,1,1.0,1.5,0,1.0,0.0,1.0
942,1948,12,26,3.0,1.0,7.0,100.0,0,CHILE,NA,89.0,NORTHERN CHILE,-22.5,-69.0,1.0,1,-0.5,0.0,0,1.0,0.0,1.0
943,1949,1,27,4.0,1.0,5.9,150.0,0,RUSSIA,NA,86.0,KAMCHATKA,54.6,163.5,1.0,1,0.8,1.0,0,1.0,0.0,1.0
944,1949,4,13,3.0,3.0,7.0,70.0,0,USA,WA,88.0,"PUGET SOUND, WA",47.167,-122.617,1.0,2,0.8,1.0,0,1.0,0.0,1.0
945,1949,4,16,4.0,8.0,7.1,29.0,0,USA,WA,88.0,"PUGET SOUND, WA",47.3,-122.533,2.4,1,0.8,1.0,0,1.0,0.0,1.0
946,1949,4,20,2.0,1.0,7.3,70.0,0,CHILE,NA,89.0,CENTRAL CHILE,-38.0,-73.5,1.0,0,0.8,1.0,0,1.0,0.0,1.0
947,1949,5,9,2.0,1.0,6.7,29.0,0,INDONESIA,NA,60.0,BANDA ACEH,5.0,95.0,1.0,0,0.8,1.0,0,1.0,0.0,1.0
948,1949,7,23,3.0,1.0,6.5,15.0,0,GREECE,NA,50.0,"CHIOS ISLAND, AEGEAN ISLANDS",38.718,26.482,2.0,4,0.8,2.0,0,1.0,0.0,1.0
949,1949,8,22,4.0,3.0,8.1,25.0,0,CANADA,BC,88.0,BRITISH COLUMBIA,53.6,-133.3,0.61,9,-1.0,1.0,0,1.0,0.0,1.0
950,1949,10,19,4.0,1.0,7.5,60.0,0,PAPUA NEW GUINEA,NA,82.0,SOLOMON SEA,-5.5,154.0,0.3,5,-1.7,-1.0,0,1.0,0.0,1.0
951,1949,12,17,2.0,1.0,7.8,33.0,0,CHILE,NA,89.0,SOUTHERN CHILE,-54.0,-71.0,1.0,2,-0.5,1.0,0,1.0,0.0,1.0
952,1950,3,14,2.0,1.0,5.8,29.0,0,NEW ZEALAND,NA,81.0,N. NEW ZEALAND,-37.8,177.2,1.0,1,0.8,0.0,0,1.0,0.0,1.0
953,1950,8,3,2.0,1.0,6.4,15.0,0,VENEZUELA,NA,74.0,EL TOCUYO,9.71,-69.819,1.0,1,0.8,1.0,0,1.0,0.0,1.0
954,1950,10,5,4.0,1.0,7.7,33.0,0,COSTA RICA,NA,88.0,COSTA RICA-NICARAGUA,11.0,-85.0,2.0,10,-3.3,-2.0,0,1.0,0.0,1.0
955,1950,10,8,3.0,1.0,7.6,29.0,0,INDONESIA,NA,83.0,BANDA SEA,-3.8,128.3,1.0,2,1.5,2.0,1,1.0,0.0,3.0
956,1950,10,23,4.0,1.0,7.5,65.0,0,GUATEMALA,NA,88.0,GUATEMALA,14.31,-91.917,0.2,5,-1.3,-1.0,0,1.0,0.0,1.0
957,1950,11,8,3.0,1.0,7.3,33.0,0,SOLOMON ISLANDS,NA,82.0,SOLOMON SEA,-10.0,159.5,1.2,2,0.8,1.0,0,1.0,0.0,1.0
958,1950,12,2,3.0,1.0,7.8,60.0,0,VANUATU,NA,82.0,VANUATU ISLANDS,-18.25,167.5,2.5,5,0.8,1.0,0,1.0,0.0,1.0
959,1950,12,10,2.0,1.0,7.0,80.0,0,PERU,NA,89.0,S. PERU,-14.25,-77.75,0.7,1,-0.5,0.0,0,1.0,0.0,1.0
960,1950,12,14,4.0,1.0,7.5,50.0,0,MEXICO,NA,88.0,S. MEXICO,16.48,-98.22,0.3,2,-1.5,1.0,0,1.0,0.0,1.0
961,1951,2,22,2.0,1.0,6.1,25.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-3.252,142.238,6.0,1,0.8,1.0,0,1.0,0.0,1.0
962,1951,8,21,4.0,1.0,6.9,12.0,0,USA,HI,80.0,HAWAII,19.5,-156.0,3.6,7,1.8,0.5,0,1.0,0.0,1.0
963,1951,10,22,4.0,1.0,7.3,21.0,0,TAIWAN,NA,84.0,TAIWAN,23.8,121.7,0.3,2,0.8,1.0,0,1.0,0.0,1.0
964,1951,12,22,3.0,6.0,7.1,29.0,0,SOLOMON ISLANDS,NA,82.0,KAVACHI,-9.02,157.95,1.0,0,2.6,1.0,0,1.0,0.0,1.0
965,1952,1,9,4.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,MID-NORWAY,64.883,12.417,2.0,0,0.8,2.0,0,1.0,0.0,1.0
966,1952,3,4,4.0,1.0,8.1,45.0,0,JAPAN,NA,85.0,SE. HOKKAIDO ISLAND,42.15,143.85,6.54,219,2.7,2.0,33,1.0,0.0,3.0
967,1952,3,9,4.0,1.0,7.0,20.0,0,JAPAN,NA,85.0,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,4,-1.7,-2.0,0,1.0,0.0,1.0
968,1952,3,17,4.0,1.0,4.5,33.0,0,USA,HI,80.0,HAWAII,19.1,-155.0,3.0,2,0.8,0.0,0,1.0,0.0,1.0
969,1952,3,19,4.0,1.0,7.8,25.0,0,PHILIPPINES,NA,84.0,"E. OF MINDANO, PHILIPPINES",9.5,127.25,0.33,5,0.8,1.0,0,1.0,0.0,1.0
970,1952,5,13,3.0,1.0,6.4,35.0,0,COSTA RICA,NA,88.0,COSTA RICA-PANAMA,10.088,-85.211,0.07,2,-3.3,-3.0,0,1.0,0.0,1.0
971,1952,7,13,2.0,1.0,6.8,260.0,0,VANUATU,NA,82.0,OFF EAST COAST OF VANUATU,-18.5,169.25,1.0,2,0.8,1.0,0,1.0,0.0,1.0
972,1952,9,16,4.0,6.0,7.1,29.0,1,JAPAN,NA,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,1,-1.0,-1.0,0,1.0,0.0,1.0
973,1952,9,23,4.0,6.0,7.1,29.0,1,JAPAN,NA,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,1,-1.0,-1.0,0,1.0,0.0,1.0
974,1952,9,24,4.0,6.0,7.1,29.0,1,JAPAN,NA,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,1,-1.0,1.0,0,1.0,0.0,1.0
975,1952,9,26,4.0,6.0,7.1,29.0,1,JAPAN,NA,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.1,2,-1.0,-1.0,0,1.0,0.0,1.0
976,1952,11,4,4.0,1.0,9.0,22.0,6,RUSSIA,NA,86.0,KAMCHATKA,52.755,160.057,23.0,331,4.2,4.0,10000,4.0,1.0,2.0
977,1952,12,15,4.0,8.0,7.1,29.0,0,GREENLAND,NA,72.0,"SOUTH COAST OF NUUSSUAQ, GREENLAND",70.35,-53.24,2.5,2,0.8,1.0,1,1.0,0.0,1.0
978,1953,2,15,2.0,1.0,5.5,29.0,0,PERU,NA,89.0,CENTRAL PERU,-12.0,-77.5,0.7,1,-0.5,1.0,0,1.0,0.0,1.0
979,1953,3,11,4.0,6.0,7.1,29.0,2,JAPAN,NA,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,6.0,2,-1.0,-1.0,0,1.0,0.0,1.0
980,1953,3,17,3.0,1.0,5.8,29.0,0,RUSSIA,NA,86.0,N. KURIL ISLANDS,50.0,156.5,3.0,1,0.6,1.0,0,1.0,0.0,1.0
981,1953,3,25,4.0,6.0,7.1,29.0,1,JAPAN,NA,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,1,-1.0,-1.0,0,1.0,0.0,1.0
982,1953,5,31,2.0,1.0,7.2,33.0,0,DOMINICAN REPUBLIC,NA,74.0,PUERTO PLATA,19.8,-70.7,0.06,1,-3.3,1.0,0,1.0,0.0,1.0
983,1953,6,27,3.0,6.0,7.1,29.0,1,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-2.4,147.4,1.0,1,0.5,1.0,0,1.0,0.0,1.0
984,1953,8,11,3.0,1.0,6.8,33.0,0,GREECE,NA,50.0,IONIAN SEA,38.1,20.6,1.0,1,0.8,1.0,0,1.0,0.0,1.0
985,1953,8,12,3.0,1.0,7.2,29.0,0,GREECE,NA,50.0,IONIAN SEA,38.3,20.8,1.0,2,0.8,1.0,0,1.0,0.0,1.0
986,1953,9,10,3.0,1.0,6.3,20.0,0,CYPRUS,NA,50.0,LEVANTIAN SEA,34.741,32.335,1.0,2,0.8,2.0,0,1.0,0.0,1.0
987,1953,9,14,4.0,3.0,6.4,33.0,2,FIJI,NA,81.0,FIJI ISLANDS,-18.3,178.2,15.0,31,1.0,1.0,5,1.0,0.0,1.0
988,1953,11,25,4.0,1.0,7.4,60.0,0,JAPAN,NA,85.0,"KASHIMA, JAPAN",34.0,141.7,3.0,33,1.5,1.5,0,1.0,0.0,1.0
989,1953,12,12,4.0,1.0,7.4,30.0,0,PERU,NA,89.0,N. PERU,-3.4,-80.6,1.0,2,-1.0,0.5,0,1.0,0.0,1.0
990,1954,1,21,3.0,9.0,7.1,29.0,0,ARGENTINA,NA,71.0,MAR DEL PLATA,-38.0,-57.0,1.0,1,0.8,1.0,0,1.0,0.0,1.0
991,1954,2,0,4.0,6.0,7.1,29.0,0,ITALY,NA,50.0,STROMBOLI ISLAND,38.789,15.213,1.0,4,0.8,4.0,0,1.0,0.0,1.0
992,1954,9,9,4.0,3.0,6.7,15.0,0,ALGERIA,NA,50.0,SEA OF ALBORAN,36.274,1.594,0.33,4,0.8,1.0,0,1.0,0.0,1.0
993,1954,10,0,2.0,0.0,7.1,29.0,0,GREENLAND,NA,72.0,"APUTITEQ POINT, GREENLAND",67.47,-32.283,18.28,1,4.2,1.0,0,1.0,0.0,1.0
994,1954,11,18,4.0,1.0,6.1,30.0,0,JAPAN,NA,85.0,"MIYAGI, JAPAN",38.9,142.2,1.0,3,0.8,-1.0,0,1.0,0.0,1.0
995,1955,1,18,2.0,1.0,5.5,29.0,0,VENEZUELA,NA,74.0,OFF THE COAST NEAR LA VELA,11.46,-69.57,1.0,1,0.8,1.0,0,1.0,0.0,1.0
996,1955,4,19,3.0,1.0,6.2,29.0,0,GREECE,NA,50.0,VOLOS GULF,39.4,23.1,1.0,1,0.8,1.0,0,1.0,0.0,1.0
997,1955,4,19,4.0,1.0,7.1,30.0,0,CHILE,NA,89.0,CENTRAL CHILE,-30.0,-72.0,1.0,7,0.8,1.0,1,1.0,0.0,1.0
998,1955,5,17,2.0,1.0,7.3,29.0,0,INDIA,NA,60.0,LITTLE NICOBAR ISLAND,6.5,94.0,1.0,0,0.8,1.0,0,1.0,0.0,1.0
999,1955,9,8,3.0,1.0,6.5,33.0,0,PAPUA NEW GUINEA,NA,82.0,SOLOMON SEA,-6.9,155.7,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1000,1955,10,10,3.0,1.0,7.3,35.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-5.1,152.924,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1001,1956,3,5,4.0,1.0,6.3,20.0,0,JAPAN,NA,85.0,NE. HOKKAIDO ISLAND,44.3,144.1,0.4,1,-1.3,-2.0,0,1.0,0.0,1.0
1002,1956,3,30,2.0,6.0,7.1,29.0,1,RUSSIA,NA,86.0,KAMCHATKA,55.978,160.587,0.3,13,-0.7,-2.0,0,1.0,0.0,1.0
1003,1956,7,9,4.0,1.0,7.7,20.0,3,GREECE,NA,50.0,CYCLADES,36.664,25.957,30.0,100,5.0,5.0,3,1.0,0.0,2.0
1004,1956,7,9,3.0,1.0,6.8,29.0,0,GREECE,NA,50.0,"AMORGOS ISLAND, AEGEAN ISLANDS",36.8,25.5,10.0,1,0.8,1.0,0,1.0,0.0,1.0
1005,1956,11,2,2.0,1.0,5.8,29.0,0,GREECE,NA,50.0,NORTH AEGEAN,39.5,23.0,1.2,1,0.3,2.0,0,1.0,0.0,1.0
1006,1957,3,9,4.0,1.0,8.6,33.0,6,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.292,-175.629,32.0,332,3.9,3.0,2,1.0,0.0,3.0
1007,1957,6,22,3.0,1.0,7.3,33.0,0,INDONESIA,NA,83.0,NW. IRIAN JAYA,-1.5,137.0,1.8,2,0.8,1.0,0,1.0,0.0,1.0
1008,1957,7,28,4.0,1.0,7.9,25.0,0,MEXICO,NA,88.0,S. MEXICO,16.5,-99.1,1.3,3,1.3,0.5,0,1.0,0.0,1.0
1009,1957,9,26,3.0,1.0,5.5,29.0,0,INDONESIA,NA,60.0,SOUTH OF JAVA,-8.2,107.3,0.7,0,-0.5,1.0,0,1.0,0.0,1.0
1010,1957,10,26,2.0,1.0,6.0,29.0,0,INDONESIA,NA,83.0,MAKASSAR STRAIT,-2.0,116.0,1.0,1,0.8,0.0,0,1.0,0.0,1.0
1011,1957,11,0,2.0,0.0,7.1,29.0,0,SOLOMON ISLANDS,NA,82.0,"MALAITA ISLAND, SOLOMON ISLANDS",-8.57,160.72,2.7,2,1.4,1.0,0,1.0,0.0,1.0
1012,1958,1,19,4.0,1.0,7.6,60.0,0,ECUADOR,NA,89.0,COLOMBIA-ECUADOR,1.5,-79.5,1.0,3,0.8,2.0,4,1.0,0.0,1.0
1013,1958,4,5,4.0,10.0,7.1,29.0,0,CANADA,BC,88.0,"RIPPLE ROCK, BC",50.08,-125.3,0.46,0,0.8,1.0,0,1.0,0.0,1.0
1014,1958,4,21,2.0,1.0,6.5,200.0,0,INDONESIA,NA,60.0,"BENGKULU, SUMATRA",-4.5,104.0,1.0,0,0.8,0.5,0,1.0,0.0,1.0
1015,1958,7,10,4.0,3.0,7.8,35.0,2,USA,AK,87.0,"SE. ALASKA, AK",58.37,-136.665,524.6,17,4.6,5.0,5,1.0,0.1,1.0
1016,1958,9,17,2.0,1.0,5.0,40.0,0,RUSSIA,NA,86.0,N. KURIL ISLANDS,48.6,156.1,0.23,1,-2.3,-1.0,0,1.0,0.0,1.0
1017,1958,11,6,4.0,1.0,8.3,40.0,0,RUSSIA,NA,86.0,S. KURIL ISLANDS,44.53,148.54,5.0,60,2.0,2.5,0,1.0,0.0,2.0
1018,1958,11,12,2.0,1.0,7.0,29.0,0,RUSSIA,NA,86.0,S. KURIL ISLANDS,44.2,148.8,1.0,8,0.8,-1.0,0,1.0,0.0,1.0
1019,1959,1,22,4.0,1.0,6.8,40.0,0,JAPAN,NA,85.0,SANRIKU,37.5,142.2,0.8,9,-0.3,-2.0,0,1.0,0.0,1.0
1020,1959,4,9,2.0,1.0,5.0,40.0,0,RUSSIA,NA,86.0,S. KURIL ISLANDS,44.3,149.0,0.1,1,-3.3,-2.0,0,1.0,0.0,1.0
